concreteness	aoa	frequency	word
		0.301	multivitamins
2.92	12.41	0.301	multivolume
4.11	7.47	3.0449	mum
3.69	7.15	1.6128	mumble
		0.8451	mumbled
		0.301	mumbler
		1.716	mumbles
3.26		2.0792	mumbling
		0.6021	mumblings
1.63	10.86	1.7782	mumbo
1.96			mumbo jumbo
		0.7782	mumm
3.47	13.2	0.301	mummer
		0.4771	mummers
2.65	11.7	0.4771	mummery
		1.5798	mummies
3.57	10.56	0.7782	mummification
4.33	10.05	1.1761	mummified
3.71	10.22	0.6990000000000001	mummify
		0.4771	mumming
		0.301	mumms
4.72	5.47	2.6998	mummy
3.57		0.301	mump
		0.301	mumped
4.1	8.42	1.7853	mumps
		1.2041	mums
		1.1139	mumsy
		1.5315	mun
3.82	7.6	1.6435	munch
		0.4771	munchausen
		0.9542	munched
		0.6021	muncher
		0.6990000000000001	munchers
		0.301	munches
		1.5185	munchies
		1.1761	munching
3.85	6.21	1.6232	munchkin
		1.5441	munchkins
		0.301	munchy
		0.4771	mund
1.92	14.05	1.6232	mundane
1.9			mundanely
		1.0792	mung
		1.2553	munger
		0.7782	mungo
		2.0212	munich
2.26	14.06	1.959	municipal
2.44	13.05	1.0414	municipality
1.84			municipalize
2.3			municipally
		0.301	municipals
1.56	14.0	0.301	munificence
1.92			munificent
1.23			munificently
3.9	13.33	0.9542	munition
3.82		1.8129	munitions
2.31			munity
		0.301	muns
		1.3424	munster
		0.8451	munsters
		1.301	muntz
		0.301	muon
4.85			muppet
		0.301	mura
4.66	9.74	1.7243	mural
3.09	13.42	0.301	muralist
		1.2788	murals
3.61	8.79	3.7572	murder
3.85			murder suspect
		3.2939999999999996	murdered
3.83	8.26	3.1323	murderer
		2.48	murderers
3.36	13.0	1.5798	murderess
		0.301	murderesses
3.33		2.3838	murdering
2.41	9.89	1.9731	murderous
2.2		0.4771	murderously
1.77			murderousness
		2.8739	murders
2.3			murex
1.75			muriatic
		0.301	murine
2.76	10.76	0.7782	murk
		0.6990000000000001	murkier
		0.301	murkiest
2.04			murkily
3.04			murkiness
3.08	9.61	1.5051	murky
3.19	11.22	1.6902	murmur
		0.6021	murmured
3.5		1.9494	murmuring
		0.4771	murmurings
		1.5185	murmurs
		0.301	murphies
		2.8585	murphy
		0.301	murr
2.5			murrain
		2.7497	murray
		0.301	murres
		0.8451	murry
		1.1761	mus
3.83			muscadet
		0.301	muscat
3.94	17.86	1.0	muscatel
		0.301	muscatels
		0.301	muscats
4.5	8.45	2.842	muscle
		0.301	musclebound
4.29		0.9542	muscled
4.5	9.06	0.7782	muscleman
		0.301	musclemen
		2.5866	muscles
2.55		1.0414	muscling
		0.4771	muscly
3.33	14.83	0.301	muscovite
3.82	8.79	1.9031	muscular
3.59	13.0	0.301	muscularity
3.07			muscularly
3.41	14.5	1.2553	musculature
2.45	11.94	1.9956	muse
1.84		0.6990000000000001	mused
		1.3802	muses
	13.67	0.301	musette
4.6	8.55	2.9745	museum
		2.0414	museums
3.67	5.78	2.1584	mush
		0.8451	mushed
3.1	14.33	1.0792	musher
		0.6021	mushers
		0.6021	mushier
1.88			mushily
3.14			mushiness
		0.9542	mushing
4.83	6.44	2.0414	mushroom
		0.6021	mushroomed
		0.4771	mushrooming
		2.1644	mushrooms
3.57	6.56	1.8921	mushy
4.31	3.81	3.8885	music
4.89			music box
2.84			music lover
4.25			music school
		0.301	musica
3.72	7.28	2.8274	musical
4.83			musical instrument
2.47	10.88	0.9542	musicale
		0.4771	musicales
1.96	11.86	0.301	musicality
2.68		1.3979	musically
		1.7993	musicals
4.42	7.11	2.49	musician
		2.2833	musicians
2.07	11.67	0.301	musicianship
2.35			musicological
3.46	13.93	0.301	musicologist
		0.4771	musicologists
2.15	11.41	0.301	musicology
		0.301	musics
2.56		1.0792	musing
1.77			musingly
		0.9031	musings
3.44	10.94	1.4472	musk
3.14			muskeg
3.25	8.75		muskellunge
4.67	10.17	1.7076	musket
4.08	7.1	1.3617	musketeer
		1.9395	musketeers
3.44	11.82	0.301	musketry
		1.3222	muskets
		1.4472	muskie
		0.6990000000000001	muskies
2.73			muskiness
4.55			muskmelon
		0.6021	muskogee
4.96	10.39	1.4624	muskrat
		0.7782	muskrats
4.26			muskroot
2.5	10.94	0.9031	musky
3.41	12.91	2.0864	muslim
		1.959	muslims
4.04	11.67	0.8451	muslin
		0.301	muslins
2.85	9.77	1.5051	muss
		1.2304	mussed
4.69	10.0	1.1761	mussel
		1.4771	mussels
		0.301	musses
		0.7782	mussing
		1.7782	mussolini
		0.301	mussy
2.13	4.58	4.5522	must
4.9		2.4031	mustache
4.32	7.63	0.301	mustached
		1.2788	mustaches
3.58	15.8	0.301	mustachio
4.12	13.2	0.7782	mustachioed
4.89	9.47	2.2455	mustang
		1.5798	mustangs
4.93	4.95	2.5185	mustard
4.83			mustard seed
		0.4771	mustards
2.03	12.22	1.8865	muster
		1.301	mustered
		0.6021	mustering
		0.301	musters
3.32			mustiness
		0.4771	mustnt
		0.301	musts
3.07	10.47	1.415	musty
1.95			mutability
2.33	10.93	0.6021	mutable
2.13			mutably
2.77	15.9	0.301	mutagen
2.0	16.18	0.301	mutagenesis
1.57			mutagenic
4.2	10.0	2.2648	mutant
		2.0607	mutants
2.52	8.78	1.3979	mutate
		1.5563	mutated
		0.6990000000000001	mutates
		1.1761	mutating
3.52	10.83	1.9494	mutation
2.37			mutational
		1.6532	mutations
2.05	13.81	0.301	mutative
3.24	9.84	2.1072	mute
2.57	9.28	1.3222	muted
2.67			mutedly
2.11		0.4771	mutely
2.57			muteness
3.0			muter
		0.6990000000000001	mutes
		0.301	muth
3.86	12.74	1.4771	mutilate
2.59	10.44	1.8195	mutilated
		0.6990000000000001	mutilates
		1.0414	mutilating
3.14	11.53	1.6902	mutilation
		1.1461	mutilations
2.83	12.94	0.8451	mutilator
		0.301	mutine
2.88	13.73	0.9542	mutineer
		0.6990000000000001	mutineers
		0.301	muting
		0.4771	mutinied
		0.8451	mutinies
2.36	12.37	0.9031	mutinous
1.75			mutinously
2.24	10.59	2.1038	mutiny
		0.4771	mutinying
2.31		0.6990000000000001	mutism
3.89	7.22	2.3075	mutt
3.21	9.5	1.3617	mutter
		1.1139	muttered
3.4			mutterer
2.72		1.9494	muttering
		0.9031	mutterings
		1.5563	mutters
4.25	13.15	1.6128	mutton
		0.301	muttonchops
4.58			muttonfish
2.5	11.75	0.301	muttonhead
		0.4771	muttons
		1.4314	mutts
2.21	8.9	2.5669999999999997	mutual
2.08			mutualism
1.75	13.05	0.6021	mutuality
1.9		1.7404	mutually
		0.4771	mutuals
		0.6021	mutuel
4.55	8.85	1.2041	muumuu
		0.7782	muumuus
		1.0	muzak
		0.301	muzhik
		0.301	muzz
4.59	8.44	1.9138	muzzle
		0.8451	muzzled
4.6			muzzleloader
		0.4771	muzzler
		0.301	muzzlers
		0.6990000000000001	muzzles
		0.301	muzzling
1.7	13.5	0.6021	muzzy
2.42	2.72	5.5377	my
2.75			myasthenia
3.44			mycelia
3.5			mycelium
		0.4771	mycenaean
3.41			mycobacterium
2.24	17.6		mycological
3.71	16.56	0.301	mycologist
2.46			mycology
		0.301	mycoplasma
3.24			mycosis
		0.301	mydriasis
3.92	16.71	1.1461	myelin
		0.301	myelitis
		0.301	myelogenous
3.75	15.25	0.6021	myeloid
3.67	16.36	0.301	myeloma
		0.7782	mylar
3.33			myna
4.25	9.5	1.3222	mynah
		0.9031	mynheer
3.31	16.64	1.2041	myocardial
		0.301	myocarditis
4.31	15.27	0.6990000000000001	myocardium
3.41			myofibril
		0.301	myoglobin
		0.301	myoglobinuria
		0.301	myopathy
2.92	14.54	1.0	myopia
2.24	13.33	1.1461	myopic
2.4			myopically
2.44			myosin
2.12	11.94	1.4624	myriad
		0.301	myriads
		0.301	myristate
1.2			myrmecological
2.58			myrmecologist
2.27			myrmecology
2.31	15.67	0.301	myrmidon
		0.8451	myrmidons
		1.4624	myron
4.38	10.31	1.1461	myrrh
		0.9542	myrt
3.59	11.01	2.2148	myrtle
		0.4771	mysel
2.97	3.81	4.2423	myself
		0.301	mysophilia
4.1			myspace
		0.301	myst
		2.2201	mysteries
1.96	9.0	2.8842	mysterious
2.26		1.9445	mysteriously
1.64	9.74	0.6990000000000001	mysteriousness
2.33	6.89	3.0689	mystery
4.46			mystery novel
2.59	10.62	1.8751	mystic
2.07	10.21	2.1614	mystical
1.67		0.4771	mystically
1.86	13.38	1.3617	mysticism
		1.4472	mystics
1.63	12.89	0.6021	mystification
2.04	11.53	1.4314	mystified
		0.301	mystifies
2.04	11.37	0.9031	mystify
		1.2041	mystifying
1.39			mystifyingly
1.67	11.89	2.2553	mystique
2.17	8.61	2.5478	myth
1.56	10.32	1.301	mythic
2.0	7.11	1.6628	mythical
1.96			mythically
2.62			mythmaker
1.74	11.25	0.301	mythmaking
2.04	10.72	1.301	mythological
		0.8451	mythologies
2.96			mythologist
1.93			mythologize
2.15	10.53	2.0086	mythology
		0.301	mythomaniac
1.68	13.95	0.301	mythos
		1.8062	myths
		0.301	myxedema
		0.4771	mzee
2.33		3.4489	n
		2.4048	na
		0.9031	naa
		1.9731	naam
		0.9542	naan
3.46	7.59	1.5441	nab
		1.5563	nabbed
		0.6021	nabbing
		1.0792	nable
2.54	15.0	0.301	nabob
		0.6990000000000001	nabobs
2.07		0.9031	nabs
3.17	14.33	0.9031	nacelle
		0.8451	nacelles
		0.9031	nach
4.86	6.86	1.8325	nacho
		1.5798	nachos
2.75	14.0		nacre
2.17			nacreous
		0.6990000000000001	nad
1.75	9.1	2.1173	nada
2.62		1.2041	nadir
		0.301	nae
		0.301	naf
1.8		0.301	naff
3.03	9.21	2.0492	nag
		0.9031	naga
		0.301	nagara
		1.0	nagasaki
		1.4914	nagel
		1.2304	nagged
3.0			nagger
2.34		2.0899	nagging
2.15		0.301	naggy
		1.301	nags
		3.1565	nah
3.2	14.3	0.4771	naiad
		0.6021	naik
4.93	5.42	2.9786	nail
4.86			nail clippers
3.79			nail down
4.79			nail file
5.0			nail polish
5.0			nail scissors
5.0			nailbrush
		2.5658	nailed
4.36	8.45	0.6990000000000001	nailfile
		0.4771	nailhead
3.85		1.716	nailing
		2.7513	nails
2.3	16.0	0.301	naira
		1.5185	nairobi
		0.9031	naish
1.3			naissance
1.85	11.33	2.5185	naive
1.62		0.4771	naively
1.77	13.13	0.7782	naivete
1.74	12.44	0.301	naivety
		0.4771	nak
4.5	4.68	3.3017	naked
		0.301	nakedest
3.45		0.6990000000000001	nakedly
3.76	7.05	1.3802	nakedness
		0.301	nako
		2.2430000000000003	nam
1.52			namable
		1.415	namaste
		0.4771	namby
3.5	3.68	4.515	name
2.64			name calling
4.97			name tag
2.0			nameable
		3.5521	named
1.83	10.06	1.8633	nameless
1.46			namelessly
1.86			namelessness
1.66		1.7324	namely
4.52	9.89	0.9031	nameplate
		0.7782	nameplates
		3.4389	names
2.55	10.29	1.0792	namesake
4.73			nametag
2.23		2.0414	naming
		2.0294	nan
3.47	4.29	2.3075	nana
		0.301	nanas
		1.5798	nance
		0.301	nances
		3.0366	nancy
		0.6021	nanga
		0.7782	nanking
		0.301	nannie
		1.5911	nannies
4.21	6.67	2.7259	nanny
4.25			nannyberry
		0.6021	nanograms
		0.4771	nanoid
3.96			nanometer
2.85	13.67	0.9031	nanosecond
		0.7782	nanoseconds
3.44			nanostructure
2.83	16.0	0.9031	nanotechnology
		0.6990000000000001	nants
		0.301	nantz
		2.3032	naomi
4.03	2.53	2.8102	nap
		1.699	napa
4.46	14.75	1.8921	napalm
		0.8451	napalmed
		0.4771	napalming
4.44	10.53	1.1139	nape
2.45	15.0		napery
3.5	17.25	0.9031	naphtha
4.6			naphthalene
1.88			naphthenic
		1.3617	napier
4.93	4.79	2.2672	napkin
4.93			napkin ring
		2.1206	napkins
		1.9823	naples
4.31		2.5024	napoleon
		1.1761	napoleonic
		0.6990000000000001	napoleons
		0.301	napoo
3.48		0.7782	napped
		0.301	napper
		0.301	nappie
		0.9542	nappies
4.03		1.8129	napping
3.19	8.44	1.6128	nappy
		1.7324	naps
		0.301	napu
		0.7782	nar
		1.8751	narc
		0.301	narceine
1.85			narcism
2.65			narcissi
1.85	13.17	1.5315	narcissism
2.17	14.53	1.4314	narcissist
2.07	14.06	1.5185	narcissistic
		0.301	narcissistically
		1.0414	narcissists
2.63		1.1139	narcissus
2.19			narcist
		1.2304	narco
3.29	14.5	1.1139	narcolepsy
3.04	14.12	0.9031	narcoleptic
		0.301	narcos
2.37	15.38	0.7782	narcosis
		0.4771	narcosynthesis
4.04	13.11	1.6532	narcotic
4.59	12.39	2.42	narcotics
2.44		0.301	narcotize
		1.1461	narcs
3.29	14.0	0.301	nard
		0.4771	nards
		0.301	nare
3.16	12.36	0.6021	nark
		0.7782	narked
		0.301	narking
		0.301	narky
2.69	9.06	1.1139	narrate
		1.3979	narrated
		1.2041	narrating
2.93	9.67	1.1761	narration
3.18	11.44	1.7324	narrative
		0.6021	narratives
3.89	6.72	2.7243	narrator
		0.301	narrators
3.04	7.57	2.5551	narrow
		1.9243	narrowed
3.15		1.0792	narrower
		0.9542	narrowest
		1.3979	narrowing
2.41		1.1461	narrowly
3.32	9.57	0.301	narrowness
		1.8062	narrows
2.88			narthex
4.63	12.14	0.8451	narwhal
		0.4771	narwhals
1.75	12.38	1.1761	nary
		2.1732	nasa
3.83	8.75	2.0294	nasal
2.44			nasality
3.0			nasalization
2.41			nasalize
3.4		0.9031	nasally
1.64			nascence
1.6	13.88	0.7782	nascent
		2.3838	nash
		1.9638	nashville
		0.9542	nasi
2.94			nasopharyngeal
	16.22	0.4771	nasopharynx
		0.7782	nast
		1.1761	nastier
		1.4624	nastiest
2.26			nastily
2.24	8.05	1.0	nastiness
3.9	16.12	0.301	nasturtium
		0.6021	nasturtiums
2.37	6.0	3.0615	nasty
		2.2625	nat
		0.301	nataka
2.52	13.07	0.7782	natal
		0.9031	natale
	15.5		natality
3.5	15.43	0.4771	natatorium
		1.0	natch
3.62	7.74	3.0195	nation
2.24	6.89	3.2894	national
4.21			national anthem
2.32			national service
		0.301	nationalisation
1.78	12.39	1.1139	nationalism
2.09	13.47	1.1139	nationalist
1.83	14.07	0.6990000000000001	nationalistic
1.79			nationalistically
		1.1139	nationalists
		1.1139	nationalities
2.74	9.84	1.6335	nationality
1.54	11.78	0.4771	nationalization
1.75			nationalize
		0.301	nationalized
2.46		1.4472	nationally
		1.9494	nationals
2.58			nationhood
		2.5877	nations
2.63	9.0	1.8388	nationwide
3.03	9.2	2.6253	native
2.63			native language
3.83			native speaker
2.04			natively
4.0	8.35	2.3365	natives
		0.301	nativist
1.45			nativistic
		0.301	nativities
3.6	9.62	1.2788	nativity
		0.301	natl
		1.9777	nato
		0.4771	natrium
		0.301	natriuretic
		0.4771	natron
2.73	12.33	0.4771	natter
2.57			nattered
		0.6021	nattering
1.67		0.301	nattily
2.22			nattiness
2.84	12.08	1.1139	natty
		0.301	natu
		0.301	natura
1.85	8.5	3.3347	natural
4.14			natural gas
3.56			natural resource
3.69			natural resources
1.96			naturalism
3.42	11.84	1.1761	naturalist
2.0	13.67	0.6021	naturalistic
1.45			naturalistically
		0.6021	naturalists
2.11	11.71	1.1461	naturalization
1.78			naturalize
1.96	12.11	1.0	naturalized
1.48	8.56	3.0973	naturally
1.85			naturalness
		1.2788	naturals
2.92	6.16	3.3625	nature
1.83	11.11	0.301	natured
		1.3617	naturel
		0.8451	naturellement
		1.5315	natures
2.16			naturism
2.73			naturist
2.44			naturopath
2.07	15.3	0.301	naturopathic
2.1			naturopathy
		0.301	natus
		0.7782	naugahyde
1.35	11.17	1.4914	naught
		0.301	naughtier
		0.4771	naughtiest
2.0			naughtily
1.87	8.9	0.4771	naughtiness
2.04	4.9	2.7193	naughty
		0.301	naur
3.36	8.63	2.0453	nausea
		0.6990000000000001	nauseam
2.97	10.73	0.6021	nauseate
		1.1761	nauseated
		0.301	nauseates
2.83	10.84	1.4914	nauseating
1.87		0.6021	nauseatingly
2.41	8.94	2.2014	nauseous
2.33			nauseously
		0.4771	nauseum
		0.301	nautch
2.45	11.39	1.6628	nautical
2.61		0.301	nautically
		0.301	nautili
		0.4771	nautiloid
3.23	12.47	1.6232	nautilus
		1.2304	nav
		0.6990000000000001	navaho
		1.6021	navajo
		0.7782	navajos
4.14	9.7	2.4669	naval
3.42	12.54	1.3424	nave
4.71	9.6	1.8062	navel
		0.9031	navels
2.6			navelwort
		1.5051	navi
		0.6990000000000001	navicular
		0.8451	navies
2.22	11.88		navigability
2.38		0.6021	navigable
2.68	10.05	1.9956	navigate
		0.9542	navigated
		0.301	navigates
		1.1761	navigating
2.35	10.2	1.9445	navigation
2.45	11.21	1.6902	navigational
3.9	9.84	2.1399	navigator
		0.6990000000000001	navigators
2.78			navvy
3.93	7.15	3.1176	navy
		2.0294	naw
		0.4771	nawab
		0.301	nawabs
2.41	10.31	2.238	nay
		0.9542	nays
2.0	11.6	0.301	naysay
2.64	12.28	0.6021	naysayer
		0.8451	naysayers
		1.6812	nazarene
		1.7324	nazareth
		0.301	nazarite
		2.5453	nazi
		2.4456	nazis
2.04		0.9542	nazism
		0.4771	nb
		0.8451	nco
		2.7226	nd
1.0		2.301	ne
		0.4771	nea
		2.2923	neal
		1.8451	neanderthal
		1.3979	neanderthals
4.0	15.5	0.301	neap
		0.8451	neapolitan
		0.7782	neapolitans
2.79	5.41	3.6273	near
2.86	6.85	2.6294	nearby
		0.8451	neared
		2.1239	nearer
3.0		2.5832	nearest
		1.7243	nearing
1.89	7.49	3.236	nearly
2.58	7.35	0.301	nearness
		0.9542	nears
2.59	10.83	0.301	nearside
3.52	9.44	1.4472	nearsighted
2.75			nearsightedly
2.93	10.42	0.301	nearsightedness
2.47	5.43	2.8035	neat
2.28	8.62	0.301	neaten
		1.301	neater
		1.2041	neatest
		1.5441	neath
2.57		1.8388	neatly
2.42	7.32	1.2788	neatness
2.8	13.17	1.4624	neb
2.21	11.75	0.7782	nebbish
		0.301	nebbishes
		2.0864	nebraska
		0.4771	nebraskans
		1.0792	nebs
		1.3222	nebuchadnezzar
4.03	13.38	1.8808	nebula
3.45		0.4771	nebulae
2.22			nebular
		0.6021	nebuliser
		0.6021	nebulized
4.44	14.79	0.7782	nebulizer
1.6			nebulosity
2.5	13.27	0.6021	nebulous
2.04			nebulously
2.22			nebulousness
		0.4771	necessaries
1.36		2.7604	necessarily
1.8	7.55	3.3703	necessary
1.67	13.22	0.4771	necessitate
		0.4771	necessitated
		0.4771	necessitates
		0.7782	necessitating
1.33			necessitation
		1.5563	necessities
1.75	16.12		necessitous
1.53			necessitousness
1.53			necessitude
2.08	9.53	2.1703	necessity
5.0	3.0	3.4823	neck
		0.301	neckar
4.77	9.78	0.301	neckband
3.4		0.6990000000000001	necked
		0.6021	necker
4.5	9.65	0.4771	neckerchief
3.77		1.4472	necking
4.96	5.0	2.6972	necklace
		1.6128	necklaces
		0.301	neckless
4.86	10.53	1.2041	neckline
4.21			neckpiece
		2.2175	necks
4.96	6.63	1.7924	necktie
		1.3979	neckties
4.56	11.58	0.4771	neckwear
		0.6021	necro
2.55	16.25	0.6021	necrology
2.95	14.29	1.3424	necromancer
2.54	14.11	0.6021	necromancy
1.85	14.67	0.301	necromantic
		0.301	necrophagia
		0.301	necrophagous
		0.6021	necrophile
2.44	15.0	1.2304	necrophilia
		1.1139	necrophiliac
		0.301	necrophiliacs
		0.301	necrophilic
3.78	14.76	1.1461	necropolis
3.5	15.33	0.6990000000000001	necropsy
3.44	14.23	0.8451	necrosis
3.1	15.07	0.8451	necrotic
2.15			necrotize
		0.301	necrotized
		0.301	necrotizing
4.63	8.95	1.6812	nectar
5.0	8.94	0.6021	nectarine
		0.6021	nectarines
2.39	13.44	0.301	nectarous
		0.301	nectary
		1.716	neddy
2.14		1.3979	nee
1.69	3.56	4.8198	need
		3.6830000000000003	needed
		0.301	needers
1.9	10.56	0.4771	needful
1.96			needfulness
		0.4771	needham
			needier
		1.0414	neediest
1.44	10.11	0.6021	neediness
1.78		2.616	needing
4.93	5.32	2.7846	needle
2.87		0.6990000000000001	needled
4.6			needlefish
		0.301	needleful
2.92			needlelike
		0.9031	needleman
4.48	9.0	1.4624	needlepoint
		0.301	needlepoints
4.96		2.4216	needles
1.96	9.15	2.0682	needless
1.71		1.5051	needlessly
2.0			needlessness
4.1	12.86		needlewoman
4.41	9.88	1.1761	needlework
2.92		1.0414	needling
		2.525	needn
2.25		3.9138	needs
2.28	7.32	2.1931	needy
		2.0253	neela
		0.301	neem
		0.4771	neer
		0.301	neet
		0.301	neeze
1.85	13.31	1.5911	nefarious
1.8			nefariously
1.59			nefariousness
		1.1139	neg
2.15	13.11	1.2788	negate
		0.6990000000000001	negated
		0.7782	negates
		0.8451	negating
1.92	14.28	0.7782	negation
1.79	7.47	3.1169	negative
2.11		1.1761	negatively
		0.301	negativeness
		1.8129	negatives
2.22	12.32	0.4771	negativism
2.86			negativist
1.52			negativistic
2.3	10.53	1.5315	negativity
		1.1761	negatory
3.1			negatron
2.26	9.84	1.9395	neglect
		2.2601	neglected
2.64			neglecter
2.33	10.37	1.2041	neglectful
1.89			neglectfully
2.11			neglectfulness
		1.699	neglecting
3.21			neglector
		0.9542	neglects
		0.301	neglige
4.48	15.92	1.5798	negligee
		0.4771	negligees
2.04	12.16	1.9638	negligence
1.92	11.83	1.716	negligent
1.93		0.301	negligently
2.07			negligibility
1.65	11.33	1.3222	negligible
1.59			negligibly
2.08			negotiability
1.97	12.58	1.6721	negotiable
2.0	10.85	2.5353	negotiate
		1.8325	negotiated
		0.6990000000000001	negotiates
		2.1931	negotiating
2.37	11.74	2.0719	negotiation
		2.2430000000000003	negotiations
3.85	11.42	1.8325	negotiator
		1.3617	negotiators
		0.9542	negress
		1.0414	negrito
4.3	9.83	2.4393	negro
		1.9445	negroes
3.71		0.4771	negroid
		0.301	negroish
		0.9542	negros
	16.67	0.4771	negus
		0.8451	nehemiah
		0.7782	nehru
3.57	7.2	1.1139	neigh
4.64	5.06	2.937	neighbor
2.74			neighbored
4.75	6.47	3.2723	neighborhood
		1.7404	neighborhoods
3.04	10.9	1.5911	neighboring
1.96			neighborliness
2.03		1.5441	neighborly
		2.9389999999999996	neighbors
		2.2923	neighbour
		2.4713	neighbourhood
		1.0414	neighbourhoods
		0.6990000000000001	neighbouring
		1.0414	neighbourly
		2.2923	neighbours
		0.4771	neighed
		1.6435	neighing
		1.5315	neighs
	14.33	1.7482	nein
1.64	6.74	3.5381	neither
2.4			nekton
4.25			nektonic
		1.8195	nelly
3.75		2.7513	nelson
		0.301	nelsons
		0.301	nema
3.78			nematocyst
4.05			nematode
		0.301	nematodes
		0.8451	nembutal
		0.6021	nemean
		0.301	nemertean
2.78		0.301	nemeses
2.89	11.06	1.6628	nemesis
		2.4082	nemo
		1.6902	nene
1.71		2.0453	neo
2.33	14.88	0.6021	neoclassic
1.72	14.4	0.6990000000000001	neoclassical
1.93	16.67	0.301	neoclassicism
2.43			neoclassicist
1.68	17.06	0.301	neoconservative
4.26		0.7782	neocortex
4.2	14.6	0.8451	neodymium
		0.301	neofascism
1.64			neoimpressionism
2.54			neoimpressionist
1.72			neoliberal
2.72			neolith
1.85		0.8451	neolithic
1.72			neologism
		0.301	neologisms
2.0			neology
	16.67	0.4771	neomycin
4.07	8.0	2.1673	neon
3.65	14.19	0.6990000000000001	neonatal
2.21	14.4	0.7782	neonate
		0.4771	neonates
		0.7782	neons
		0.301	neopaganism
2.75	15.93	0.9542	neophyte
		0.8451	neophytes
		0.4771	neoplasia
3.28			neoplasm
		0.4771	neoplasms
2.89	16.71	0.4771	neoplastic
		0.301	neoplatonic
4.0	15.4	1.0792	neoprene
		0.6021	neorealism
1.6			neoteric
		1.8261	nepal
		0.4771	nepalese
2.33	15.5	0.7782	nepenthe
2.43			nepenthes
4.48	6.37	2.9279	nephew
		1.7482	nephews
		0.8451	nephilim
		0.301	nephralgia
		0.4771	nephrectomy
2.6			nephrite
2.08			nephritic
2.82	17.92	0.4771	nephritis
		0.301	nephrologist
2.5	15.75	0.7782	nephrology
2.56			nephropathy
		0.301	nephrotoxic
		0.4771	nephrotoxicity
2.25			nepotic
2.08	13.75	1.0	nepotism
		2.1367	neptune
		0.301	neptunian
3.8	15.17		neptunium
3.23	7.05	2.2279	nerd
		2.0086	nerds
2.17	9.72	1.3979	nerdy
		0.9031	nerka
		0.9542	nerts
		0.4771	nertz
		0.301	nerval
3.89	9.67	3.0689	nerve
4.07			nerve cell
4.0			nerve gas
4.0	12.07		nervecell
2.16			nerveless
		2.7482	nerves
1.67	10.5	0.301	nerviness
1.57		0.301	nerving
		1.0414	nervosa
1.85	6.79	3.5348	nervous
2.64			nervous breakdown
4.19			nervous system
1.96		1.3979	nervously
2.31	7.3	1.4914	nervousness
2.14			nervure
1.96	10.71	0.9542	nervy
1.67			nescience
1.83			nescient
		0.4771	nesh
		2.1399	ness
		0.301	nesselrode
		0.4771	nessus
4.86	5.11	2.7536	nest
		0.6021	nested
2.73	12.93	0.9542	nester
		1.0	nesters
		0.301	nestful
		1.4914	nesting
3.41		1.3222	nestle
		1.3802	nestled
3.54			nestling
		1.7404	nestor
		1.3802	nests
4.53	7.0	2.8998	net
4.41	10.47	0.6021	netball
4.73			netbook
1.86	12.23	1.3222	nether
		1.3424	netherlands
2.0	13.75	0.301	nethermost
2.61	10.75	1.1139	netherworld
1.95			netiquette
3.0			netlike
		0.301	netmen
		2.0	nets
3.32			netscape
4.67	16.0	0.6021	netsuke
2.93		1.1139	netted
3.6			netter
4.39	7.8	1.2788	netting
3.88	14.33	0.9542	nettle
		0.9031	nettles
2.09			nettlesome
2.57			nettling
3.2	10.94	2.9263	network
		1.0	networked
3.65			networker
2.69	13.42	1.4472	networking
		2.0374	networks
2.41	12.19	2.0043	neural
3.07	16.5	1.0414	neuralgia
2.54			neuralgic
2.42	16.71	0.7782	neurasthenia
2.56	16.0	0.301	neurasthenic
2.75	14.0	0.4771	neuritis
		0.301	neuroanatomic
1.82			neurobehavioral
2.62	17.12	0.4771	neurobiological
3.84	14.71	0.4771	neurobiologist
2.42	15.27	0.301	neurobiology
2.84	15.93	0.7782	neurochemistry
2.09			neurodegenerative
3.33			neurofibromatosis
		0.301	neurogenic
		0.301	neuroglia
3.69			neuroimaging
2.64	13.85	0.9031	neurologic
2.17	13.65	1.7634	neurological
		0.6990000000000001	neurologically
4.1	14.22	1.716	neurologist
		0.6990000000000001	neurologists
2.5	14.42	1.3802	neurology
		0.301	neuromas
3.78	16.18	0.6021	neuromuscular
3.69	12.06	0.9031	neuron
2.21	13.64	0.8451	neuronal
		0.4771	neurone
		1.716	neurons
2.82	13.73	0.4771	neuropath
2.69	15.4	0.4771	neuropathic
2.83	16.13	0.301	neuropathology
2.57	16.81	0.4771	neuropathy
		0.301	neuropharmacological
		0.301	neuropharmacologist
		0.301	neuropharmacology
1.93			neurophysiological
3.0	16.65	0.301	neurophysiologist
2.83	14.85	0.9542	neurophysiology
2.78			neuropsychiatric
3.0	18.54	0.301	neuropsychiatry
3.11	16.64	0.301	neuropsychological
4.38	16.11	0.301	neuropsychologist
2.93			neuropsychology
2.44			neuropteran
3.14	14.05	0.4771	neuroscience
2.72			neurosciences
2.32			neuroscientific
4.0	14.11	0.4771	neuroscientist
1.69		1.4472	neuroses
2.41	15.17	1.5185	neurosis
4.66	13.75	1.6232	neurosurgeon
		0.9031	neurosurgeons
4.15	14.11	1.6021	neurosurgery
3.11	13.56	0.301	neurosurgical
		0.6021	neurosyphilis
1.86	13.84	2.1367	neurotic
1.52		0.301	neurotically
2.33			neuroticism
		0.7782	neurotics
		0.301	neurotomy
		0.4771	neurotoxic
3.12	13.58	0.7782	neurotoxin
